CN101010100	北京
CN101280202	韶关
CN101280203	韶关
CN101280204	韶关
CN101280205	韶关
CN101280206	韶关
CN101280207	韶关
CN101280208	韶关
CN101280209	韶关
CN101280210	韶关
CN101280211	韶关
CN101280301	惠州
CN101280302	惠州
CN101280303	惠州
CN101280304	惠州
CN101280305	惠州
CN101280306	惠州
CN101280401	梅州
CN101280402	梅州
CN101280403	梅州
CN101280404	梅州
CN101280405	梅州
CN101280406	梅州
CN101280407	梅州
CN101280408	梅州
CN101280409	梅州
CN101280501	汕头
CN101280502	汕头
CN101280503	汕头
CN101280504	汕头
CN101280505	汕头
CN101280506	汕头
CN101280507	汕头
CN101280508	汕头
CN101280601	深圳
CN101280602	深圳
CN101280603	深圳
CN101280604	深圳
CN101280605	深圳
CN101280606	深圳
CN101280607	深圳
CN101280701	珠海
CN101280702	珠海
CN101280703	珠海
CN101280704	珠海
CN101280800	佛山
CN101280801	佛山
CN101280802	佛山
CN101280803	佛山
CN101280804	佛山
CN101280805	佛山
CN101280901	肇庆
CN101280902	肇庆
CN101280903	肇庆
CN101280904	肇庆
CN101280905	肇庆
CN101280906	肇庆
CN101280907	肇庆
CN101280908	肇庆
CN101280909	肇庆
CN101281001	湛江
CN101281002	湛江
CN101281003	湛江
CN101281004	湛江
CN101281005	湛江
CN101281006	湛江
CN101281007	湛江
CN101281008	湛江
CN101281009	湛江
CN101281010	湛江
CN101281101	江门
CN101281103	江门
CN101281104	江门
CN101281105	江门
CN101281106	江门
CN101281107	江门
CN101281108	江门
CN101281109	江门
CN101281201	河源
CN101281202	河源
CN101281203	河源
CN101281204	河源
CN101281205	河源
CN101281206	河源
CN101281207	河源
CN101281301	清远
CN101281302	清远
CN101281303	清远
CN101281304	清远
CN101281305	清远
CN101281306	清远
CN101281307	清远
CN101281308	清远
CN101281309	清远
CN101281401	云浮
CN101281402	云浮
CN101281403	云浮
CN101281404	云浮
CN101281405	云浮
CN101281406	云浮
CN101281501	潮州
CN101281502	潮州
CN101281503	潮州
CN101281504	潮州
CN101281601	东莞
CN101281701	中山
CN101281801	阳江
CN101281802	阳江
CN101281803	阳江
CN101281804	阳江
CN101281805	阳江
CN101281901	揭阳
CN101281902	揭阳
CN101281903	揭阳
CN101281904	揭阳
CN101281905	揭阳
CN101281906	揭阳
CN101282001	茂名
CN101282002	茂名
CN101282003	茂名
CN101282004	茂名
CN101282005	茂名
CN101282007	茂名
CN101282101	汕尾
CN101282102	汕尾
CN101282103	汕尾
CN101282104	汕尾
CN101290101	昆明
CN101290102	昆明
CN101290103	昆明
CN101290104	昆明
CN101290105	昆明
CN101290106	昆明
CN101290107	昆明
CN101290108	昆明
CN101290109	昆明
CN101290110	昆明
CN101290111	昆明
CN101290112	昆明
CN101290114	昆明
CN101290115	昆明
CN101290116	昆明
CN101290201	大理
CN101290202	大理
CN101290203	大理
CN101290204	大理
CN101290205	大理
CN101290206	大理
CN101290207	大理
CN101290208	大理
CN101290209	大理
CN101290210	大理
CN101290211	大理
CN101290212	大理
CN101290301	红河
CN101290302	红河
CN101290303	红河
CN101290304	红河
CN101290305	红河
CN101290306	红河
CN101290307	红河
CN101290308	红河
CN101290309	红河
CN101290310	红河
CN101290311	红河
CN101290312	红河
CN101290313	红河
CN101290401	曲靖
CN101290402	曲靖
CN101290403	曲靖
CN101290404	曲靖
CN101290405	曲靖
CN101290406	曲靖
CN101290407	曲靖
CN101290408	曲靖
CN101290409	曲靖
CN101290410	曲靖
CN101290501	保山
CN101290502	保山
CN101290503	保山
CN101290504	保山
CN101290505	保山
CN101290506	保山
CN101290601	文山
CN101290602	文山
CN101290603	文山
CN101290604	文山
CN101290605	文山
CN101290606	文山
CN101290607	文山
CN101290608	文山
CN101290701	玉溪
CN101290702	玉溪
CN101290703	玉溪
CN101290704	玉溪
CN101290705	玉溪
CN101290706	玉溪
CN101290707	玉溪
CN101290708	玉溪
CN101290709	玉溪
CN101290710	玉溪
CN101290801	楚雄
CN101290802	楚雄
CN101290803	楚雄
CN101290804	楚雄
CN101290805	楚雄
CN101290806	楚雄
CN101290807	楚雄
CN101290808	楚雄
CN101290809	楚雄
CN101290810	楚雄
CN101290901	普洱
CN101290902	普洱
CN101290903	普洱
CN101290904	普洱
CN101290905	普洱
CN101290906	普洱
CN101290907	普洱
CN101290908	普洱
CN101290909	普洱
CN101290911	普洱
CN101290912	普洱
CN101291001	昭通
CN101291002	昭通
CN101291003	昭通
CN101291004	昭通
CN101291005	昭通
CN101291006	昭通
CN101291007	昭通
CN101291008	昭通
CN101291009	昭通
CN101291010	昭通
CN101291011	昭通
CN101291012	昭通
CN101291101	临沧
CN101291102	临沧
CN101291103	临沧
CN101291104	临沧
CN101291105	临沧
CN101291106	临沧
CN101291107	临沧
CN101291108	临沧
CN101291109	临沧
CN101291201	怒江
CN101291203	怒江
CN101291204	怒江
CN101291205	怒江
CN101291207	怒江
CN101291301	迪庆
CN101291302	迪庆
CN101291303	迪庆
CN101291305	迪庆
CN101291401	丽江
CN101291402	丽江
CN101291403	丽江
CN101291404	丽江
CN101291405	丽江
CN101291406	丽江
CN101291501	德宏
CN101291503	德宏
CN101291504	德宏
CN101291506	德宏
CN101291507	德宏
CN101291508	德宏
CN101291601	西双版纳
CN101291602	西双版纳
CN101291603	西双版纳
CN101291605	西双版纳
CN101300101	南宁
CN101300102	南宁
CN101300103	南宁
CN101300104	南宁
CN101300105	南宁
CN101300106	南宁
CN101300107	南宁
CN101300108	南宁
CN101300109	南宁
CN101300110	南宁
CN101300111	南宁
CN101300112	南宁
CN101300113	南宁
CN101300201	崇左
CN101300202	崇左
CN101300203	崇左
CN101300204	崇左
CN101300205	崇左
CN101300206	崇左
CN101300207	崇左
CN101300208	崇左
CN101300301	柳州
CN101300302	柳州
CN101300303	柳州
CN101300304	柳州
CN101300305	柳州
CN101300306	柳州
CN101300307	柳州
CN101300308	柳州
CN101300309	柳州
CN101300310	柳州
CN101300311	柳州
CN101300401	来宾
CN101300402	来宾
CN101300403	来宾
CN101300404	来宾
CN101300405	来宾
CN101300406	来宾
CN101300407	来宾
CN101300501	桂林
CN101300502	桂林
CN101300503	桂林
CN101300504	桂林
CN101300505	桂林
CN101300506	桂林
CN101300507	桂林
CN101300508	桂林
CN101300509	桂林
CN101300510	桂林
CN101300511	桂林
CN101300512	桂林
CN101300513	桂林
CN101300514	桂林
CN101300515	桂林
CN101300516	桂林
CN101300517	桂林
CN101300518	桂林
CN101300601	梧州
CN101300602	梧州
CN101300603	梧州
CN101300604	梧州
CN101300605	梧州
CN101300606	梧州
CN101300607	梧州
CN101300608	梧州
CN101300701	贺州
CN101300702	贺州
CN101300703	贺州
CN101300704	贺州
CN101300705	贺州
CN101300706	贺州
CN101300801	贵港
CN101300802	贵港
CN101300803	贵港
CN101300804	贵港
CN101300805	贵港
CN101300806	贵港
CN101300901	玉林
CN101300902	玉林
CN101300903	玉林
CN101300904	玉林
CN101300905	玉林
CN101300906	玉林
CN101300907	玉林
CN101300908	玉林
CN101301001	百色
CN101301002	百色
CN101301003	百色
CN101301004	百色
CN101301005	百色
CN101301006	百色
CN101301007	百色
CN101301008	百色
CN101301009	百色
CN101301010	百色
CN101301011	百色
CN101301012	百色
CN101301013	百色
CN101301101	钦州
CN101301102	钦州
CN101301103	钦州
CN101301104	钦州
CN101301105	钦州
CN101301201	河池
CN101301202	河池
CN101301203	河池
CN101301204	河池
CN101301205	河池
CN101301206	河池
CN101301207	河池
CN101301208	河池
CN101301209	河池
CN101301210	河池
CN101301211	河池
CN101301212	河池
CN101301301	北海
CN101301302	北海
CN101301304	北海
CN101301305	北海
CN101301306	北海
CN101301401	防城港
CN101301402	防城港
CN101301403	防城港
CN101301404	防城港
CN101301405	防城港
CN101310101	海口
CN101310102	海口
CN101310103	海口
CN101310104	海口
CN101310105	海口
CN101310201	三亚
CN101310202	东方
CN101310203	临高
CN101310204	澄迈
CN101310205	儋州
CN101310206	昌江
CN101310207	白沙
CN101310208	琼中
CN101310209	定安
CN101310210	屯昌
CN101310211	琼海
CN101310212	文昌
CN101310213	三亚
CN101310214	保亭
CN101310215	万宁
CN101310216	陵水
CN101310218	三亚
CN101310219	三亚
CN101310221	乐东
CN101310222	五指山
CN101310223	三亚
CN101310301	三沙
CN101310302	三沙
CN101310303	三沙
CN101310304	三沙
CN101320101	香港
CN101320102	香港
CN101320103	香港
CN101330101	澳门
CN101330102	澳门
CN101330103	澳门
CN101340101	台北
CN101340102	台北
CN101340103	台北
CN101340104	台北
CN101340201	高雄
CN101340202	高雄
CN101340203	高雄
CN101340204	高雄
CN101340205	高雄
CN101340401	台中
CN101340402	台中
CN101340403	台中
CN101340404	台中
CN101340405	台中
CN101340406	台中
